sedol,country,marketclass,security,industry,weightchange,excessvolume,pricechangepercent
BD6GN03,USA,DM,GAP,Retailing,0.691649547,0.088208564,-0.010740741
0945736,USA,DMSC,BLACKLINE,Software & Services,0.692863846,0.374777239,-0.007199424
0250281,USA,DMSC,VITAMIN SHOPPE,Retailing,0.693363844,-0.189719881,-0.00244898
B1722W1,JAPAN,DMSC,HEARTS UNITED GROUP CO,Software & Services,0.693418174,-0.325165954,-0.005568815
B3DGH82,JAPAN,DMSC,UNITED,Software & Services,0.69371846,1.140600128,0.007429421
B126KH9,JAPAN,DMSC,FUJITSU GENERAL,Consumer Durables & Apparel,0.693750533,0.25166507,-0.014749263
0963318,TAIWAN,EMSC,PHARMAENGINE INC,"Pharmaceuticals, Biotechnology & Life Sciences",0.693798381,2.32257611,0.029115934
0265274,USA,DMSC,ASCENA RETAIL GROUP,Retailing,0.693939085,0.014966384,-0.010375671
BTC0LB8,POLAND,EM,BANK MILLENNIUM,Banks,0.694322869,0.427231501,-0.03420237
3305779,SOUTH AFRICA,EMSC,KAP INDUSTRIAL HLDGS,Capital Goods,0.694338086,-0.660569541,0.002906977
BRB37M7,BRAZIL,EM,HYPERMARCAS ON,"Pharmaceuticals, Biotechnology & Life Sciences",0.694460168,0.869737596,-0.010946052
0182663,JAPAN,DM,KAKAKU.COM,Software & Services,0.694914225,0.100829295,-0.000892857
BYN5913,JAPAN,DMSC,TSUBAKI NAKASHIMA,Capital Goods,0.694960771,-0.216690286,0.002530044
B1VNSX3,JAPAN,DMSC,NIHON TRIM CO,Capital Goods,0.69567139,-0.28709394,0.000578035
0822011,SOUTH AFRICA,EMSC,ALEXANDER FORBES GROUP,Diversified Financials,0.695674854,-0.123887532,0.003673095
B1CKQ73,TAIWAN,EMSC,SUNNY FRIEND ENV TECH,Commercial & Professional Services,0.696148225,-0.121973398,0.009677419
B1L8B62,CANADA,DMSC,TRILOGY ENERGY,Energy,0.698167497,-0.408808348,-0.010434783
0309644,JAPAN,DMSC,SAKATA SEED CORP,Food Beverage & Tobacco,0.698208258,0.095754818,0.004280822
0241854,TAIWAN,EMSC,TCI,Household & Personal Products,0.698516216,-0.356965821,-0.002656925
B61D1Y0,USA,DMSC,BRIGHTCOVE,Software & Services,0.698721702,0.541197126,-0.000533333
BLWDVR7,JAPAN,DMSC,TAKASAGO THERMAL ENGR,Capital Goods,0.698928239,-0.370432972,-0.002202643
B635TG2,CANADA,DMSC,CANFOR CORP,Materials,0.699044177,0.01523575,-0.066225166
B3XDDH4,TAIWAN,EM,PRESIDENT CHAIN STORE,Food & Staples Retailing,0.69921878,0.495941259,-0.017289908
BYWWHR7,MALAYSIA,EMSC,BERJAYA CORPORATION,Capital Goods,0.699370833,-0.203828259,0.046783626
B074435,KOREA,EM,MIRAE ASSET DAEWOO,Diversified Financials,0.699423942,-0.537003541,0.002615519
B8KJH56,CHINA,EM,HENGAN INTL GROUP CO,Household & Personal Products,0.69998841,-0.215033167,0.002592593
B71N6K8,USA,DMSC,JAMES RIVER GROUP HLDG,Insurance,0.70013751,-0.137266112,-0.029126214
3303290,SWEDEN,DMSC,CATENA MEDIA,Software & Services,0.701179507,1.516891985,-0.042553191
0334505,USA,DMSC,SHUTTERSTOCK,Software & Services,0.70157506,-0.148947207,-0.008709422
B1XH2C0,USA,DMSC,PARK-OHIO HOLDINGS CORP,Capital Goods,0.701895838,0.32582004,-0.059693319
BRJ9BJ2,CHINA,EMSC,TIBET WATER RESOURCES,Food Beverage & Tobacco,0.702158699,0.24054786,-0.001704545
0345217,HONG KONG,DM,NEW WORLD DEVELOPMENT,Real Estate,0.702641567,0.429628165,-0.009914078
BYYW3C2,JAPAN,DMSC,TOKEN CORP,Consumer Durables & Apparel,0.702704534,-0.699556029,-0.002798507
BCKFY51,KOREA,EM,GS HOLDINGS CORP,Energy,0.702823855,-0.066916542,0.015837104
B3Y2J50,UNITED KINGDOM,DM,HARGREAVES LANSDOWN,Diversified Financials,0.70309736,-0.134960032,0.009693053
0687061,USA,DM,LIBERTY GLOBAL C,Media,0.703105818,1.87675288,0.017164654
0207458,INDIA,EMSC,NAGARJUNA CONSTRUCTION,Capital Goods,0.703249936,-0.313133815,0.006448146
0375377,BRAZIL,EMSC,FLEURY ON,Health Care Equipment & Services,0.703502109,0.032660898,0.009928296
BZ02Q91,TAIWAN,EMSC,GREATEK ELECTRONICS,Semiconductors & Semiconductor Equipment,0.703614965,-0.702189724,0.005376344
B00MZ44,TAIWAN,EMSC,TAINAN SPINNING,Consumer Durables & Apparel,0.703767938,-0.140911936,0.004527814
B04V127,SWEDEN,DM,HENNES & MAURITZ B,Retailing,0.703823368,1.236353917,0.001111111
0386410,BRAZIL,EM,ITAUSA PN,Banks,0.704716823,0.090805613,0.012154233
B0HZP13,KOREA,EMSC,WONIK IPS CO (NEW),Semiconductors & Semiconductor Equipment,0.704767692,-0.042080243,0.006671114
B63QSB3,FINLAND,DMSC,CARGOTEC B,Capital Goods,0.705307856,0.687019373,0.003686636
B5VQMV6,USA,DMSC,ESPERION THERAPEUTICS,"Pharmaceuticals, Biotechnology & Life Sciences",0.706499991,0.035058322,0.002493766
B012TP2,JAPAN,DMSC,TAIYO HOLDINGS CO,Materials,0.707091278,-0.043427155,-0.026788106
0405207,JAPAN,DM,TOHO CO,Media,0.707181864,-0.236759702,0
B0PPFY8,JAPAN,DMSC,IDOM,Retailing,0.707980857,-0.009373598,0.009397024
BYRJH51,JAPAN,DMSC,PROTO CORP,Media,0.708694952,-0.528311718,0.002236422
0416102,USA,DMSC,IMPINJ,Semiconductors & Semiconductor Equipment,0.708815421,-0.284844409,0.006634499
B0FYMT9,FRANCE,DMSC,TF1 TELEVISION FRANCAISE,Media,0.710356646,-0.298422832,-0.002232143
0427030,JAPAN,DMSC,GODO STEEL,Materials,0.711764212,1.548635648,0.014094433
BVZHXQ9,TAIWAN,EMSC,ORIENTAL UNION CHEMICAL,Materials,0.711802378,-0.061035235,0.005733006
B1FW502,CANADA,DMSC,CORUS ENTERTAINMENT B,Media,0.712280573,-0.39954857,-0.002090592
BYYTFB6,TAIWAN,EMSC,CHINA STEEL CHEM CORP,Materials,0.712383705,0.303451012,-0.003389831
BYYN422,KOREA,EM,KCC CORP,Capital Goods,0.712401292,4.001481025,0.051057622
BYZC3B0,MEXICO,EMSC,CONTROLADORA VUELA A,Transportation,0.712617036,0.630558465,-0.012820513
0557681,KOREA,EMSC,HS INDUSTRIES,Consumer Durables & Apparel,0.713182429,-0.44919483,-0.007884363
0447889,KOREA,EMSC,HANDSOME CO,Consumer Durables & Apparel,0.713415364,-0.096475899,-0.062152134
B580MF5,UNITED KINGDOM,DM,MEDICLINIC INTL,Health Care Equipment & Services,0.713814488,0.5623243,0.005555556
BYXJC27,BRAZIL,EMSC,AES TIETE ENERGIA UNIT,Utilities,0.713963881,0.539089756,0.038699053
B06QFB7,ISRAEL,DMSC,CELLCOM ISRAEL,Telecommunication Services,0.714078152,-0.133660011,0.055103884
0930312,INDONESIA,EMSC,TIGA PILAR SEJAHTERA,Food Beverage & Tobacco,0.715057712,-0.331801757,-0.020876827
B61TVQ0,USA,DMSC,PDVWIRELESS,Telecommunication Services,0.715932701,0.193174171,-0.011494253
BRS65X6,KOREA,EMSC,EUGENE TECHNOLOGY CO,Semiconductors & Semiconductor Equipment,0.716215784,-0.1334803,0.013063764
BYT1DJ1,USA,DMSC,TREDEGAR CORP,Materials,0.716636872,1.610592333,0.002271437
0152815,JAPAN,DMSC,TATSUTA ELEC WIRE & CBL,Capital Goods,0.71685871,-0.494541471,-0.018538713
B1YKG04,USA,DM,BROWN-FORMAN CORP B,Food Beverage & Tobacco,0.717128038,-0.320388725,-0.039039039
0428163,USA,DMSC,WEYCO GROUP,Retailing,0.717892426,1.817417125,0.003333333
0961992,FRANCE,DMSC,MERCIALYS,Real Estate,0.717936749,-0.056289957,0.007246377
0252050,UNITED KINGDOM,DMSC,RENISHAW,Technology Hardware & Equipment,0.718270134,-0.346478748,-0.006329114
BYVQYS0,JAPAN,DMSC,XEBIO HOLDINGS CO,Retailing,0.719245092,0.68849515,-0.00270108
BYX91H5,USA,DMSC,BALDWIN & LYONS B,Insurance,0.7210549,-0.023839914,-0.005292172
BQPW6Y8,DENMARK,DMSC,TOPDANMARK,Insurance,0.721122419,3.24539171,-0.013732834
BVC3CB8,CHINA,EMSC,TECHNOVATOR INTL,Technology Hardware & Equipment,0.722943729,-0.588688069,0.005048805
BD6RF22,JAPAN,DMSC,ROKKO BUTTER CO,Food Beverage & Tobacco,0.723537683,0.599834665,0.033149171
BCRX1J1,TAIWAN,EMSC,SUNSPRING METAL,Capital Goods,0.72355761,-0.038888417,0.015567087
B53P200,USA,DMSC,ACLARIS THERAPEUTICS,"Pharmaceuticals, Biotechnology & Life Sciences",0.723805958,-0.350246222,-0.001011941
BKX5CN8,USA,DMSC,JUNO THERAPEUTICS,"Pharmaceuticals, Biotechnology & Life Sciences",0.724018795,-0.138774133,0.029907975
BZ0D672,THAILAND,EM,CP ALL PCL,Food & Staples Retailing,0.724044548,0.887079379,0.042648709
B0HZPV3,TAIWAN,EMSC,ELITEGROUP COMPUTER SYS,Technology Hardware & Equipment,0.724397646,-0.20054468,-0.038255699
0744825,USA,DMSC,NAVISTAR INTERNATIONAL,Capital Goods,0.724684974,-0.28225278,-0.013089005
0486622,ISRAEL,DMSC,AIRPORT CITY,Real Estate,0.724940005,-0.200192664,-0.000581395
BBQ3850,GERMANY,DM,CONTINENTAL,Automobiles & Components,0.725293293,1.497044249,0.012094208
0491563,JAPAN,DMSC,NIPPON PARKING DEV CO,Commercial & Professional Services,0.725343648,0.956155296,0.003194888
B0ZSH63,JAPAN,DMSC,PARAMOUNT BED HLDGS CO,Health Care Equipment & Services,0.726085665,0.453053554,-0.027732463
B1VNST9,ITALY,DMSC,DAVIDE CAMPARI-MILANO,Food Beverage & Tobacco,0.726365398,-0.343500701,-0.005357143
B0PYHC7,BELGIUM,DMSC,ECONOCOM GROUP,Software & Services,0.727637717,-0.317726445,0.002883922
B4WFW71,GERMANY,DMSC,MLP,Diversified Financials,0.727657737,1.324544652,0.010191847
BYSRJ69,FRANCE,DMSC,ABC ARBITRAGE,Diversified Financials,0.729009143,0.339484745,-0.08125
B17MMZ4,TAIWAN,EMSC,ADLINK TECHNOLOGY,Technology Hardware & Equipment,0.729158741,0.10706661,0.009823183
BZC0LP4,JAPAN,DM,YAMAZAKI BAKING CO,Food Beverage & Tobacco,0.729251475,-0.094213445,-0.013771186
B021F83,KOREA,EMSC,BODITECH MED,Health Care Equipment & Services,0.730479103,-0.281034928,-0.019066404
B83VD95,USA,DMSC,BUCKLE (THE),Retailing,0.730593607,-0.389582796,-0.001269841
B012BV2,AUSTRALIA,DMSC,SUPER RETAIL GROUP,Retailing,0.730776259,0.002429205,0.03256513
B1JQDM8,SWEDEN,DMSC,SWEDISH ORPHAN BIOVITRUM,"Pharmaceuticals, Biotechnology & Life Sciences",0.730956691,0.684927655,0.014221557
BYNVD08,GERMANY,DMSC,MANZ,Semiconductors & Semiconductor Equipment,0.731586709,0.595543031,0.025781679
BZ1G432,JAPAN,DM,NISSAN MOTOR CO,Automobiles & Components,0.731640889,0.07232976,0.007368421
0579005,BELGIUM,DMSC,KINEPOLIS,Media,0.731786957,0.509680772,0.012838802
BZ6STL6,INDONESIA,EMSC,INTILAND DEVELOPMENT,Real Estate,0.731858465,0.749709686,-0.005376344
BQY7BX8,KOREA,EMSC,FOOSUNG CO,Materials,0.731969075,-0.015881798,-0.007462687
B1FP6H5,SWEDEN,DMSC,WALLENSTAM B,Real Estate,0.732776866,0.405566622,0.009527755
0465740,GREECE,EM,OTE HELLENIC TELECOM,Telecommunication Services,0.73281214,-0.571876586,0.002483444
B1ZBKY8,CANADA,DM,LOBLAW,Food & Staples Retailing,0.733166871,-0.142928366,0.002876043
0602729,KOREA,EMSC,WONIK MATERIALS,Materials,0.734082085,-0.104898738,-0.013870542
0621520,FINLAND,DMSC,METSA BOARD CORP B,Materials,0.734272939,-0.264347018,0.001891892
B01QGK8,TAIWAN,EMSC,CHINA GENERAL PLASTICS,Materials,0.734667472,-0.29935091,0.050793651
BMJ6DW5,JAPAN,DMSC,JOYFUL HONDA,Retailing,0.735162046,0.785507737,0.002240478
BD7XPJ6,JAPAN,DMSC,TOKAI CORP (GIFU),Health Care Equipment & Services,0.735304297,0.323156635,0.005437894
BZ02MH1,JAPAN,DMSC,TOKAI HOLDINGS CORP,Capital Goods,0.737003066,-0.539831973,-0.044477391
B7FC076,USA,DMSC,RESOLUTE ENERGY CORP,Energy,0.737184794,1.812952214,0.038866027
B41H739,KOREA,EMSC,NICE INFORMATION SERVICE,Diversified Financials,0.737804831,-0.21155705,-0.001879699
BGP6Q95,KOREA,EMSC,DAEWON PHARMACEUTICAL,"Pharmaceuticals, Biotechnology & Life Sciences",0.739487637,1.310948042,0.07678282
B40SF84,JAPAN,DMSC,KYORIN HOLDINGS,"Pharmaceuticals, Biotechnology & Life Sciences",0.740813948,2.08895347,0.016559338
B3MBS74,GERMANY,DM,FUCHS PETROLUB VORZUG,Materials,0.740998602,0.212054678,0.019766688
BYM1K75,TAIWAN,EMSC,ADVANCED CERAMIC X CORP,Technology Hardware & Equipment,0.741172193,0.127665138,-0.013249211
BM7S7K9,KOREA,EMSC,SUNGWOO HITECH CO,Automobiles & Components,0.741609163,0.10166911,-0.038252656
B24CT19,USA,DMSC,JIVE SOFTWARE,Software & Services,0.741626794,0.208690484,-0.032163743
0665045,UNITED KINGDOM,DM,HIKMA PHARMACEUTICALS,"Pharmaceuticals, Biotechnology & Life Sciences",0.741673772,0.002079805,-0.027336861
BLP57Y9,KOREA,EMSC,BINGGRAE CO,Food Beverage & Tobacco,0.741738824,-0.239020603,0.004561003
3023231,SWEDEN,DM,LUNDIN PETROLEUM,Energy,0.742058082,-0.364063318,-0.008631579
0430049,TAIWAN,EMSC,NAN KANG RUBBER TIRE CO,Automobiles & Components,0.74271828,1.922071554,0.015625
B125SX8,PHILIPPINES,EMSC,MANILA WATER COMPANY,Utilities,0.743045662,0.043325982,-0.014925373
B2NGPM5,USA,DM,LIBERTY BROADBAND C,Media,0.743912274,0.066638527,-0.022498393
3426454,JAPAN,DM,HAKUHODO DY HOLDINGS,Media,0.744567823,-0.195815063,0.009072581
B1JQBT1,MALAYSIA,EMSC,TIME DOTCOM,Telecommunication Services,0.745729779,2.073671608,-0.013605442
B18V863,JAPAN,DM,JAPAN TOBACCO,Food Beverage & Tobacco,0.74703127,-0.19241234,-0.011272142
0683564,CHINA,EM,COSCO SHIPPING PORTS,Transportation,0.748716497,0.088267005,0.003093581
BJ62K68,FRANCE,DM,ARCELORMITTAL A,Materials,0.748781644,0.527656455,0.032898821
B45JKK9,ITALY,DMSC,A2A,Utilities,0.749072427,-0.20423146,-0.01372549
0848125,USA,DMSC,MICHAELS COS,Retailing,0.749350126,3.01990405,-0.005988024
B7S9G98,FRANCE,DMSC,VIRBAC (SOCIETE),"Pharmaceuticals, Biotechnology & Life Sciences",0.749657182,-0.364955153,0.001011634
BBT3PS9,JAPAN,DMSC,MATSUYA CO,Retailing,0.749739616,-0.29123822,-0.007751938
BKRC5K3,JAPAN,DMSC,NORITZ CORP,Capital Goods,0.749805419,0.502353711,-0.000239521
B7N0K05,USA,DMSC,SYNCHRONOSS TECHNOLOGIES,Software & Services,0.749838751,-0.298069874,-0.006097561
B43G057,SINGAPORE,DM,YANGZIJIANG SHIPBUILD,Capital Goods,0.749864994,-0.386804323,-0.045454545
BYRJ5J1,USA,DMSC,AGROFRESH SOLUTIONS,Materials,0.75035868,0.055952711,0.002227171
BYV2MV7,FRANCE,DMSC,APERAM,Materials,0.750449442,0.685788144,0.043174603
B19Z143,TAIWAN,EMSC,MICROLIFE CORP,Health Care Equipment & Services,0.75067572,0.186593753,0.016470588
B0WMWD0,JAPAN,DMSC,YELLOW HAT,Retailing,0.75073552,0.238716312,-0.007628735
B1L5QH9,SINGAPORE,DMSC,FRASERS CENTREPOINT TRST,Real Estate,0.750935179,-0.167509164,-0.002272727
0214834,CHINA,EM,GEELY AUTOMOBILE HLDGS,Automobiles & Components,0.750968525,1.909114459,0.013904983
B7TW1V3,POLAND,EM,LOTOS GROUP,Energy,0.751192978,0.35111903,-0.023529412
BLWF0R6,USA,DMSC,OVERSTOCK.COM,Retailing,0.751561616,-0.338921564,-0.019202363
B8BV8G9,SPAIN,DMSC,ACERINOX,Materials,0.751803749,0.651348334,-0.004145078
0728238,KOREA,EMSC,WEMADE ENTERTAINMENT,Software & Services,0.752871632,-0.220857166,-0.007085917
0799524,CZECH REPUBLIC,EMSC,CENTRAL EUROPEAN MEDIA A,Media,0.752973418,0.061789849,0.008
0732358,JAPAN,DMSC,GMO PAYMENT GATEWAY,Software & Services,0.753701304,0.069645027,0.001894452
B082RF1,JAPAN,DMSC,SANRIO CO,Retailing,0.753943518,-0.329500407,0.005679667
B0YG1K0,KOREA,EM,KANGWON LAND,Consumer Services,0.7540822,0.147646901,0.007747648
B5NR1S7,ITALY,DMSC,ESPRINET,Technology Hardware & Equipment,0.754745371,0.706792132,0.032258065
B2987V8,TAIWAN,EMSC,LI PENG ENTERPRISE CO,Consumer Durables & Apparel,0.755820124,-0.284741958,0.002543353
BVFNZH2,JAPAN,DMSC,TOKUSHU TOKAI PAPER CO,Materials,0.7561105,-0.218122969,-0.023622047
0719737,KOREA,EMSC,I SENS,Health Care Equipment & Services,0.756170278,-0.207458661,-0.001745201
0759476,USA,DMSC,QAD A,Software & Services,0.756228519,-0.366149188,-0.003610108
BYMK425,MALAYSIA,EMSC,AIRASIA X,Transportation,0.75655601,-0.237732751,-0.015761821
B1N7Z09,PAKISTAN,EM,ENGRO CORPORATION,Materials,0.756773419,0.122776224,-0.002267574
BLT1Y08,USA,DMSC,WINMARK CORP,Retailing,0.756989625,-0.333917221,-0.006391347
B135BJ4,JAPAN,DMSC,NIHON UNISYS,Software & Services,0.757648193,0.563120515,-0.011428571
0728119,NORWAY,DMSC,LEROY SEAFOOD GROUP,Food Beverage & Tobacco,0.757848842,0.719110058,0.037804247
B01HM14,KOREA,EMSC,SKC CO,Materials,0.758504503,-0.063290838,0.003861004
0795823,TAIWAN,EMSC,TAICHUNG COMMERCIAL BANK,Banks,0.758537248,-0.092802367,-0.014243821
0797379,KOREA,EMSC,DONGJIN SEMICHEM CO,Materials,0.758547429,-0.449656625,0.003381234
0799096,KOREA,EMSC,KGINICIS CO,Software & Services,0.759305097,-0.013420824,0.003095975
BWDPMF4,CHINA,EMSC,SINOLINK WORLDWIDE HLDGS,Real Estate,0.759357774,1.228089379,0.000877193
0802541,TURKEY,EM,TUPRAS TURKIYE PETROL,Energy,0.759654344,0.21655176,0.009823183
B0DG3H2,CHINA,EMSC,21VIANET GROUP A ADR,Software & Services,0.759655954,0.951348641,0.025
B4X1RC8,UNITED KINGDOM,DM,ROYAL DUTCH SHELL A,Energy,0.759674449,1.695027874,0.000957854
B2PDGW1,JAPAN,DMSC,FP CORP,Materials,0.760366782,-0.244488648,-0.001119821
B572ZV9,JAPAN,DMSC,MITSUI SUGAR CO,Food Beverage & Tobacco,0.760453771,-0.184331731,0.007633588
BYZDVK8,JAPAN,DMSC,TOKAI RIKA CO,Automobiles & Components,0.760614757,-0.371119263,0.011863224
B0WD0R3,JAPAN,DMSC,KOMERI CO,Retailing,0.76065308,0.703747168,0.039325843
BYZFZ91,JAPAN,DMSC,JAPAN LIFELINE CO,Health Care Equipment & Services,0.761316453,0.86670405,-0.003524229
B90XFF1,BRAZIL,EM,BANCO BRADESCO PN,Banks,0.761383289,-0.464676314,0.040441176
0330860,CHINA,EMSC,CONCORD NEW ENERGY GRP,Capital Goods,0.761873322,-0.082337732,0.001917178
BWFGQN1,ITALY,DMSC,SARAS,Energy,0.762176009,0.348632551,0.002650177
BNLPYF7,SWEDEN,DMSC,CLAS OHLSON B,Retailing,0.762424456,-0.431191591,0.003815674
B1QH8P2,TAIWAN,EM,CHANG HWA COMMERCIAL BK,Banks,0.763068689,0.404562545,-0.004347826
BNGWY42,JAPAN,DM,SUNDRUG CO,Food & Staples Retailing,0.763092149,0.218227418,-0.003069996
0729101,USA,DMSC,SONIC AUTOMOTIVE A,Retailing,0.763137602,-0.086484902,-0.004864092
B040L80,ISRAEL,DM,ELBIT SYSTEMS,Capital Goods,0.763239025,1.597913484,0.035714286
B6YTLS9,BRAZIL,EM,CEMIG PN,Utilities,0.763865198,-0.08166528,0.000946522
3387528,SINGAPORE,DM,SEMBCORP INDUSTRIES,Capital Goods,0.764337264,0.502617278,0
B03HDJ7,TAIWAN,EMSC,CSBC CORP TAIWAN,Capital Goods,0.765109901,0.455643629,0.013858497
BF5SDZ9,POLAND,EMSC,NETIA SA,Telecommunication Services,0.76514031,0.807831548,0.027900147
B60BD27,KOREA,EM,AMOREPACIFIC CORP (NEW),Household & Personal Products,0.765286684,-0.241402772,-0.013358779
0988742,SWEDEN,DMSC,RATOS B,Diversified Financials,0.765297328,-0.335754434,0.005988024
B4YCDF5,USA,DMSC,NATERA,"Pharmaceuticals, Biotechnology & Life Sciences",0.765455704,-0.18088184,0.031377106
0104861,HONG KONG,DMSC,PACIFIC TEXTILES HLDGS,Consumer Durables & Apparel,0.765964342,0.861448117,-0.019207683
0879471,FRANCE,DMSC,PIERRE & VACANCES,Consumer Services,0.76604009,-0.085770219,0.0015163
3102215,CHINA,EMSC,XINGDA INTL HOLDINGS,Automobiles & Components,0.766476411,2.90818681,-0.020905923
B06GM72,USA,DM,SCRIPPS NETWORKS INTER A,Media,0.766893518,0.2620797,-0.019159912
B1VYCH8,USA,DMSC,OPKO HEALTH,"Pharmaceuticals, Biotechnology & Life Sciences",0.768660176,-0.360629881,0.000541712
B1H0DZ5,CHINA,EM,JD.COM ADR,Retailing,0.769285044,-0.551283277,-0.007692308
BG49KP9,CHINA,EMSC,FDG ELECTRIC VEHICLES,Capital Goods,0.769374822,0.212772578,0.011659808
0150080,TAIWAN,EMSC,BROGENT TECHNOLOGIES,Software & Services,0.769824304,0.384624023,-0.051375195
BD9WR06,JAPAN,DMSC,SUN FRONTIER FUDOUSAN CO,Real Estate,0.769872495,-0.383181643,0.006263048
3302480,KOREA,EM,LOTTE CHILSUNG BEVERAGE,Food Beverage & Tobacco,0.770278966,0.15693229,0.003071253
0912332,CANADA,DMSC,EQUITABLE GROUP,Banks,0.770378184,-0.129008278,0.007085498
0692861,CHINA,EMSC,CHINA ALL ACCESS HLDGS,Technology Hardware & Equipment,0.770409259,0.148664037,0.01042502
B01D1K4,HONG KONG,DMSC,MELCO INTL DEVELOPMENT,Consumer Services,0.770452254,0.256917284,0.001702128
3327706,JAPAN,DMSC,DESCENTE,Consumer Durables & Apparel,0.770729019,0.331438091,-0.057054742
B82YXW8,BRAZIL,EMSC,SLC AGRICOLA ON,Food Beverage & Tobacco,0.770735674,-0.485494583,0.000863558
BZC0LC1,USA,DMSC,MYOKARDIA,"Pharmaceuticals, Biotechnology & Life Sciences",0.771428571,1.174398037,0.034798535
0929224,JAPAN,DMSC,RISO KAGAKU CORP,Technology Hardware & Equipment,0.771498439,-0.008314818,-0.004639175
BQ8P064,USA,DMSC,INDEPENDENT BANK GROUP,Banks,0.771514288,0.300408615,0.003027245
0163895,CHINA,EM,CHINA EVERBRIGHT,Diversified Financials,0.771575536,-0.391869939,-0.000970874
3169889,KOREA,EM,LG CORP (NEW),Capital Goods,0.772220491,3.178314624,-0.01609589
B5N0P84,USA,DMSC,PARK HOTELS & RESORTS,Real Estate,0.772338149,0.662896402,-0.033108108
B67G5X0,SOUTH AFRICA,EMSC,RHODES FOOD GROUP,Food Beverage & Tobacco,0.772702472,-0.293122028,0.008576329
BMHTHT1,SPAIN,DMSC,ACCIONA,Utilities,0.772920012,0.290124139,0.007825148
BYZD5D9,UNITED KINGDOM,DMSC,ASHMORE GROUP,Diversified Financials,0.773535655,-0.229358896,0
B54X3L1,KOREA,EMSC,KB INSURANCE,Insurance,0.773877119,0.367067845,0
6352073,DENMARK,DMSC,NNIT,Health Care Equipment & Services,0.774946439,-0.346313927,-0.00913242
6160953,ITALY,DMSC,IMMOBILIARE GRANDE DISTR,Real Estate,0.776016883,0.263416554,-0.015414258
B14WZ47,ITALY,DMSC,MONCLER SPA,Consumer Durables & Apparel,0.776231619,-0.048181263,-0.001964637
6360009,INDIA,EM,EICHER MOTORS,Capital Goods,0.776855721,0.084571635,-0.033333333
BYZKG48,USA,DMSC,ADVANCEPIERRE FOODS,Food Beverage & Tobacco,0.777333343,3.80459489,0.079365079
BYS14H7,USA,DMSC,ETSY,Retailing,0.777813661,-0.146381464,0
B14VKP0,USA,DMSC,HEICO CORP A,Capital Goods,0.778034506,0.603057486,-0.027777778
6525035,JAPAN,DMSC,ZERIA PHARMACEUTICAL CO,"Pharmaceuticals, Biotechnology & Life Sciences",0.778303009,-0.249213648,0.005988024
6193681,JAPAN,DMSC,CMIC HOLDINGS CO,"Pharmaceuticals, Biotechnology & Life Sciences",0.778471093,-0.042480848,-0.009793254
B1VKZ88,JAPAN,DMSC,TOYO TANSO CO,Capital Goods,0.778641375,0.146096814,0.004048583
6534428,USA,DMSC,FUTUREFUEL CORP,Materials,0.779419781,1.31783761,0.031746032
BQV6LD8,CHINA,EM,AAC TECHNOLOGIES (CN),Technology Hardware & Equipment,0.779958885,-0.037722462,-0.017751479
B1WSH52,JAPAN,DMSC,OKUWA CO,Food & Staples Retailing,0.780273017,-0.007153544,-0.025
B01G0P1,FRANCE,DMSC,BENETEAU,Consumer Durables & Apparel,0.780737204,1.063129785,0.01242236
6249799,USA,DMSC,INTER PARFUMS,Household & Personal Products,0.780974823,0.361532292,-0.007493755
BH7SVD5,USA,DMSC,ARCH COAL A,Energy,0.781129586,-0.33869434,0.032786885
B6VCPD4,HONG KONG,DM,PCCW,Telecommunication Services,0.782406129,0.072326475,0.014084507
B1PLHJ2,JAPAN,DMSC,JAPAN PETROLEUM EXPL,Energy,0.783998772,0.433271761,0
B05H3J5,BRAZIL,EMSC,COMGAS PN A,Utilities,0.784195025,-0.337806642,0
B05GWV7,JAPAN,DMSC,SKYLARK,Consumer Services,0.784449895,-0.190718135,-0.032
6605410,JAPAN,DMSC,TOKYOTOKEIBA CO,Consumer Services,0.784479086,-0.391448972,0
6321642,ITALY,DMSC,TAMBURI INV PARTNERS,Diversified Financials,0.784585881,0.339925144,0.001834862
6543048,NETHERLANDS,DM,KONINKLIJKE VOPAK,Energy,0.784637719,0.10959626,-0.007473842
6331555,JAPAN,DMSC,SAN-A CO,Food & Staples Retailing,0.785130141,0.839951149,0.010204082
BYY5547,JAPAN,DMSC,AICHI STEEL CORP,Materials,0.785256366,2.563633721,0.022222222
BTGN9B9,JAPAN,DMSC,PRIMA MEAT PACKERS,Food Beverage & Tobacco,0.785628456,0.846130386,-0.054545455
BD34Q01,KOREA,EMSC,SOULBRAIN CO,Materials,0.78564615,0.812259275,0.021929825
B11Z226,NEW ZEALAND,DMSC,AIR NEW ZEALAND,Transportation,0.785716371,-0.0927639,-0.02238806
BSNLDG2,USA,DMSC,SILVER SPRING NETWORKS,Software & Services,0.785994047,-0.173637669,0.058823529
6282040,GREECE,EMSC,METKA INDUSTRIAL-CONST,Capital Goods,0.787011322,-0.498022485,-0.002380952
BNN6B80,JAPAN,DMSC,NIPPON STEEL & SUMIKIN,Capital Goods,0.787022811,-0.339055291,0
6539876,JAPAN,DMSC,NAGATANIEN HOLDINGS CO,Food Beverage & Tobacco,0.787320995,-0.823144355,0
B5VVFL2,ITALY,DMSC,BANCA GENERALI,Diversified Financials,0.788012809,-0.241312881,0.002631579
